2
0.3	0.6	0.85	0.95	1	1.05	1.2	1.6	2	2.5	3	3.5	4	5	6	7	8	9	10	12	
-0.0698132	-0.0610865	-0.0523599	-0.0436332	-0.0349066	-0.0261799	-0.0174533	-0.00872665	0	0.00872665	0.0174533	0.0261799	0.0349066	0.0436332	0.0523599	0.0610865	0.0698132	

-0.667536	-0.585695	-0.503333	-0.420482	-0.337172	-0.253437	-0.169308	-0.084818	0	0.084818	0.169308	0.253437	0.337172	0.420482	0.503333	0.585695	0.667536
-0.667372	-0.585586	-0.503264	-0.420441	-0.337151	-0.253428	-0.169305	-0.084818	0	0.084818	0.169305	0.253428	0.337151	0.420441	0.503264	0.585586	0.667372
-0.667235	-0.585493	-0.503206	-0.420408	-0.337134	-0.253421	-0.169303	-0.084818	0	0.084818	0.169303	0.253421	0.337134	0.420408	0.503206	0.585493	0.667235
-0.666473	-0.584918	-0.50279	-0.420123	-0.336955	-0.253321	-0.16926	-0.084807	0	0.084807	0.16926	0.253321	0.336955	0.420123	0.50279	0.584918	0.666473
-0.664559	-0.583465	-0.501731	-0.419394	-0.336492	-0.253064	-0.169146	-0.084779	0	0.084779	0.169146	0.253064	0.336492	0.419394	0.501731	0.583465	0.664559
-0.663096	-0.582356	-0.500924	-0.418839	-0.336141	-0.252868	-0.16906	-0.084758	0	0.084758	0.16906	0.252868	0.336141	0.418839	0.500924	0.582356	0.663096
-0.662073	-0.581589	-0.500373	-0.418465	-0.335906	-0.252739	-0.169004	-0.084744	0	0.084744	0.169004	0.252739	0.335906	0.418465	0.500373	0.581589	0.662073
0.250444	0.217486	0.185009	0.153008	0.121479	0.090419	0.059822	0.029684	0	-0.029684	-0.059822	-0.090419	-0.121479	-0.153008	-0.185009	-0.217486	-0.250444
0.269021	0.233688	0.198856	0.164519	0.13067	0.097301	0.064405	0.031974	0	-0.031974	-0.064405	-0.097301	-0.13067	-0.164519	-0.198856	-0.233688	-0.269021
0.281112	0.244192	0.207804	0.171936	0.136577	0.101716	0.067341	0.03344	0	-0.03344	-0.067341	-0.101716	-0.136577	-0.171936	-0.207804	-0.244192	-0.281112
0.288014	0.250025	0.212744	0.176011	0.13981	0.104125	0.068939	0.034236	0	-0.034236	-0.068939	-0.104125	-0.13981	-0.176011	-0.212744	-0.250025	-0.288014
0.292794	0.253815	0.215792	0.178508	0.14178	0.105585	0.069905	0.034717	0	-0.034717	-0.069905	-0.105585	-0.14178	-0.178508	-0.215792	-0.253815	-0.292794
0.296233	0.25663	0.217914	0.180165	0.143076	0.106541	0.070534	0.035029	0	-0.035029	-0.070534	-0.106541	-0.143076	-0.180165	-0.217914	-0.25663	-0.296233
0.301064	0.260468	0.220915	0.182306	0.144644	0.107684	0.07128	0.035397	0	-0.035397	-0.07128	-0.107684	-0.144644	-0.182306	-0.220915	-0.260468	-0.301064
0.304828	0.263139	0.222914	0.183767	0.145579	0.108324	0.071691	0.035598	0	-0.035598	-0.071691	-0.108324	-0.145579	-0.183767	-0.222914	-0.263139	-0.304828
0.308694	0.265558	0.22444	0.184834	0.146298	0.108728	0.071944	0.035719	0	-0.035719	-0.071944	-0.108728	-0.146298	-0.184834	-0.22444	-0.265558	-0.308694
0.311381	0.268052	0.225864	0.18569	0.146849	0.109025	0.072112	0.035799	0	-0.035799	-0.072112	-0.109025	-0.146849	-0.18569	-0.225864	-0.268052	-0.311381
0.312946	0.269825	0.227413	0.186424	0.147302	0.109287	0.072232	0.035854	0	-0.035854	-0.072232	-0.109287	-0.147302	-0.186424	-0.227413	-0.269825	-0.312946
0.31325	0.271144	0.228679	0.187285	0.147694	0.109502	0.072321	0.035894	0	-0.035894	-0.072321	-0.109502	-0.147694	-0.187285	-0.228679	-0.271144	-0.31325
0.312999	0.271491	0.230149	0.188823	0.148439	0.109853	0.072456	0.035947	0	-0.035947	-0.072456	-0.109853	-0.148439	-0.188823	-0.230149	-0.271491	-0.312999
