2
0.3	0.6	0.8	0.9	0.95	1	1.05	1.1	1.2	1.3	1.4	1.6	1.8	2	2.5	3	3.5	4	4.5	5	
0	0.0174533	0.0349066	0.0523599	0.0698132	0.0872665	0.10472	0.122173	0.139626	0.15708	0.174533	0.191986	0.218166	0.261799	0.305433	0.349066	0.392699	0.436332	0.479966	0.523599	

0	-0.00236934	-0.00263177	-0.000763908	0.00324868	0.00941354	0.0177326	0.0282006	0.0408073	0.0555331	0.0723557	0.091244	0.123372	0.186677	0.261474	0.346826	0.441693	0.544974	0.655547	0.7723
0	-0.00449106	-0.00684463	-0.00700885	-0.00494104	-0.000604642	0.0060308	0.0149874	0.0262794	0.0399124	0.0558886	0.0741983	0.106005	0.170385	0.248473	0.341633	0.457496	0.589077	0.735423	0.8954
0	-0.0117849	-0.0214054	-0.028783	-0.0338483	-0.0365397	-0.0367998	-0.0345841	-0.0298536	-0.0225778	-0.0127379	-0.000319893	0.0231478	0.0767833	0.155736	0.255645	0.376248	0.516889	0.676583	0.854075
0	-0.0157606	-0.0293309	-0.0406198	-0.0495432	-0.056024	-0.0599947	-0.0613948	-0.0601758	-0.056295	-0.0497205	-0.0404291	-0.0213696	0.0319789	0.109021	0.209202	0.332348	0.477838	0.654988	0.869821
0	-0.0181658	-0.0339916	-0.0473744	-0.0582161	-0.0664316	-0.071941	-0.0746748	-0.0745728	-0.0715872	-0.0656789	-0.056816	-0.0369275	0.0201739	0.102534	0.210578	0.344165	0.503544	0.712263	0.950875
0	-0.0202445	-0.0377337	-0.0523409	-0.0639483	-0.0724479	-0.0777451	-0.0797543	-0.0784006	-0.0736224	-0.0653701	-0.0536064	-0.0258221	0.046646	0.149693	0.283883	0.449095	0.660544	0.920358	1.21684
0	-0.0215617	-0.0400506	-0.0553212	-0.0672375	-0.0756758	-0.0805229	-0.08168	-0.0790601	-0.07259	-0.0622109	-0.0478112	-0.0124289	0.0735528	0.19457	0.35133	0.544928	0.805356	1.11009	1.43018
0	-0.0225633	-0.0419206	-0.0579125	-0.0703934	-0.0792255	-0.0842862	-0.0854658	-0.0826679	-0.0758114	-0.0648284	-0.0477598	-0.00960896	0.0829322	0.213095	0.381707	0.602966	0.886383	1.21013	1.539
0	-0.0226648	-0.0420414	-0.0579537	-0.0702383	-0.0787439	-0.0833309	-0.0838776	-0.0802732	-0.072424	-0.0588794	-0.0379812	0.00454608	0.106674	0.249529	0.439989	0.701677	1.01143	1.33229	1.69071
0	0.0258514	0.0549574	0.0874038	0.123264	0.1626	0.20546	0.251881	0.301886	0.355936	0.416944	0.483026	0.59196	0.800458	1.04311	1.3447	1.69541	2.04651	2.41935	2.70497
0	0.0272116	0.0576874	0.0915217	0.128797	0.169587	0.213947	0.261922	0.313543	0.371399	0.434943	0.503805	0.617406	0.835136	1.09835	1.42328	1.77124	2.13775	2.44387	2.72946
0	0.0292255	0.061736	0.0976479	0.137064	0.180076	0.226762	0.277184	0.333831	0.396235	0.464239	0.538072	0.660168	0.899809	1.20643	1.54177	1.89094	2.18669	2.48021	2.76576
0	0.0306268	0.0645621	0.101944	0.1429	0.187541	0.235969	0.289868	0.349936	0.415787	0.487723	0.566016	0.695878	0.968924	1.28669	1.62129	1.9149	2.21156	2.46836	2.65448
0	0.0316468	0.066626	0.1051	0.14722	0.193122	0.243479	0.30036	0.363086	0.432044	0.507582	0.590017	0.734966	1.02696	1.35153	1.63773	1.93233	2.18346	2.38596	2.58186
0	0.0332632	0.0699229	0.110205	0.15432	0.203227	0.258566	0.320221	0.38874	0.464635	0.553614	0.654618	0.818211	1.10071	1.37551	1.6256	1.84234	2.06893	2.2858	2.48219
0	0.0341922	0.071846	0.113254	0.158942	0.211025	0.269599	0.335385	0.410805	0.499946	0.597931	0.701897	0.855252	1.11299	1.33407	1.55711	1.78689	2.00216	2.21608	2.41562
0	0.034788	0.0731047	0.115307	0.162939	0.217179	0.27867	0.350298	0.435454	0.527458	0.626536	0.717628	0.862017	1.07841	1.29782	1.51964	1.74141	1.96114	2.18322	2.41131
0	0.0352011	0.0739974	0.116956	0.166208	0.222425	0.287676	0.366579	0.452964	0.543377	0.630357	0.721788	0.847688	1.05338	1.27054	1.4917	1.71503	1.95236	2.19069	2.41883
0	0.0355019	0.0746676	0.118532	0.169036	0.227125	0.297946	0.378349	0.463368	0.545889	0.633123	0.711578	0.826943	1.03674	1.25086	1.47313	1.71354	1.95766	2.19612	2.42431
0	0.0357324	0.0751952	0.119893	0.171581	0.232869	0.306502	0.387307	0.465064	0.547783	0.622423	0.696399	0.816568	1.02048	1.2362	1.47204	1.71737	1.96167	2.20024	2.42847
