2
0.3	0.6	0.8	0.9	0.95	1	1.05	1.1	1.2	1.3	1.4	1.6	1.8	2	2.5	3	3.5	4	4.5	5	
0	0.0174533	0.0349066	0.0523599	0.0698132	0.0872665	0.10472	0.122173	0.139626	0.15708	0.174533	0.191986	0.218166	0.261799	0.305433	0.349066	0.392699	0.436332	0.479966	0.523599	

0	0.169308	0.337172	0.503333	0.667536	0.829526	0.989054	1.14587	1.29974	1.45042	1.59768	1.74129	1.94938	2.27492	2.57116	2.83529	3.06483	3.25765	3.41201	3.52655
0	0.169305	0.337151	0.503264	0.667372	0.829207	0.988503	1.145	1.29844	1.44857	1.59516	1.73794	1.94449	2.26655	2.55804	2.81471	3.02869	3.20114	3.33	3.41372
0	0.169304	0.337138	0.503218	0.667263	0.828994	0.988136	1.14442	1.29757	1.44734	1.59347	1.73571	1.94123	2.25998	2.54159	2.78503	2.98712	3.14515	3.25698	3.32101
0	0.1693	0.337118	0.503166	0.667156	0.828804	0.987831	1.14396	1.29692	1.44645	1.59228	1.73416	1.93904	2.2527	2.53029	2.76854	2.96416	3.11438	3.21053	3.24608
0	0.16926	0.336955	0.50279	0.666473	0.827714	0.986229	1.14174	1.29396	1.44263	1.58748	1.72825	1.93063	2.23875	2.50988	2.74011	2.92608	3.0644	3.13741	3.15426
0	0.169146	0.336492	0.501731	0.664559	0.824675	0.981783	1.13559	1.28582	1.43218	1.5744	1.71222	1.90808	2.20397	2.45952	2.67063	2.83374	2.93609	2.97284	2.94823
0	0.16906	0.336141	0.500924	0.663096	0.822346	0.978368	1.13086	1.27953	1.42409	1.56426	1.69972	1.88992	2.17576	2.41846	2.61371	2.75707	2.82647	2.83197	2.78883
0	0.169025	0.335995	0.500586	0.662477	0.821351	0.976896	1.12881	1.27678	1.42052	1.55975	1.69308	1.88078	2.16127	2.39703	2.58358	2.70845	2.7618	2.75333	2.70239
0	0.169004	0.335906	0.500373	0.662073	0.820682	0.975878	1.12735	1.27478	1.41787	1.55553	1.68655	1.87156	2.14615	2.37403	2.547	2.64661	2.6827	2.67478	2.60381
0	-0.053271	-0.108365	-0.165303	-0.224105	-0.284787	-0.347363	-0.411845	-0.478239	-0.546814	-0.619257	-0.694507	-0.812879	-1.02563	-1.25879	-1.52863	-1.83163	-2.14005	-2.46922	-2.75058
0	-0.055926	-0.113679	-0.173283	-0.234763	-0.298139	-0.363429	-0.430647	-0.499805	-0.572394	-0.648114	-0.726773	-0.850534	-1.07309	-1.32279	-1.61107	-1.91675	-2.23906	-2.52973	-2.81418
0	-0.059822	-0.121479	-0.185009	-0.250444	-0.317814	-0.387147	-0.458467	-0.533195	-0.611071	-0.692019	-0.776193	-0.908819	-1.1507	-1.43266	-1.73377	-2.04664	-2.33079	-2.61848	-2.90749
0	-0.062493	-0.126834	-0.19307	-0.261246	-0.331405	-0.403583	-0.478735	-0.55726	-0.638943	-0.723975	-0.812536	-0.952371	-1.21834	-1.51148	-1.81665	-2.09968	-2.38799	-2.65549	-2.88173
0	-0.064405	-0.13067	-0.198856	-0.269021	-0.341218	-0.415815	-0.493984	-0.575339	-0.660108	-0.748513	-0.840761	-0.991306	-1.27166	-1.57214	-1.85127	-2.13761	-2.3999	-2.63434	-2.86766
0	-0.067341	-0.136577	-0.207804	-0.281112	-0.357025	-0.436463	-0.519354	-0.606016	-0.696755	-0.794892	-0.899882	-1.06429	-1.34408	-1.61974	-1.8813	-2.1234	-2.37275	-2.6181	-2.85314
0	-0.068939	-0.13981	-0.212744	-0.288014	-0.366801	-0.449148	-0.535465	-0.627147	-0.726575	-0.830991	-0.938784	-1.09885	-1.36669	-1.61268	-1.85966	-2.11111	-2.35458	-2.59886	-2.83645
0	-0.069905	-0.14178	-0.215792	-0.292794	-0.373436	-0.458075	-0.548363	-0.646265	-0.747981	-0.85367	-0.954643	-1.11041	-1.35533	-1.60141	-1.8486	-2.09592	-2.34275	-2.59272	-2.84948
0	-0.070534	-0.143076	-0.217914	-0.296233	-0.378397	-0.46558	-0.560432	-0.659445	-0.76065	-0.859751	-0.961298	-1.10685	-1.34627	-1.59165	-1.83901	-2.08774	-2.34601	-2.60692	-2.86441
0	-0.070968	-0.143982	-0.219597	-0.298891	-0.382385	-0.473017	-0.568997	-0.667493	-0.764419	-0.86392	-0.958197	-1.09794	-1.34023	-1.58424	-1.83262	-2.09218	-2.35516	-2.61665	-2.87465
0	-0.07128	-0.144644	-0.220915	-0.301064	-0.386568	-0.47899	-0.575388	-0.6699	-0.767116	-0.859516	-0.951347	-1.09409	-1.33325	-1.57848	-1.83532	-2.09825	-2.3617	-2.62362	-2.88197
