2
0.3	0.6	0.85	0.95	1	1.05	1.2	1.6	2	2.5	3	3.5	4	5	6	7	8	9	10	12	
-0.0698132	-0.0610865	-0.0523599	-0.0436332	-0.0349066	-0.0261799	-0.0174533	-0.00872665	0	0.00872665	0.0174533	0.0261799	0.0349066	0.0436332	0.0523599	0.0610865	0.0698132	

0.195885	0.195717	0.195618	0.195572	0.195566	0.195586	0.195616	0.195646	0.195658	0.195646	0.195616	0.195586	0.195566	0.195572	0.195618	0.195717	0.195885
0.317132	0.317095	0.31711	0.317163	0.317238	0.317321	0.317399	0.317455	0.317477	0.317455	0.317399	0.317321	0.317238	0.317163	0.31711	0.317095	0.317132
0.848889	0.849452	0.849988	0.850484	0.850923	0.851291	0.851571	0.851749	0.851811	0.851749	0.851571	0.851291	0.850923	0.850484	0.849988	0.849452	0.848889
1.10167	1.10248	1.10325	1.10394	1.10454	1.10504	1.10541	1.10565	1.10573	1.10565	1.10541	1.10504	1.10454	1.10394	1.10325	1.10248	1.10167
1.23185	1.23274	1.23357	1.23433	1.23499	1.23554	1.23596	1.23622	1.23631	1.23622	1.23596	1.23554	1.23499	1.23433	1.23357	1.23274	1.23185
1.31576	1.31668	1.31755	1.31835	1.31905	1.31963	1.32007	1.32035	1.32045	1.32035	1.32007	1.31963	1.31905	1.31835	1.31755	1.31668	1.31576
1.38443	1.38539	1.3863	1.38713	1.38787	1.38847	1.38894	1.38923	1.38933	1.38923	1.38894	1.38847	1.38787	1.38713	1.3863	1.38539	1.38443
0.903704	0.901092	0.898903	0.897115	0.895703	0.894644	0.893914	0.893493	0.893357	0.893493	0.893914	0.894644	0.895703	0.897115	0.898903	0.901092	0.903704
0.958673	0.955864	0.953509	0.951583	0.950059	0.948914	0.948124	0.947666	0.947518	0.947666	0.948124	0.948914	0.950059	0.951583	0.953509	0.955864	0.958673
0.990369	0.987419	0.984947	0.982923	0.981322	0.980118	0.979287	0.978804	0.978648	0.978804	0.979287	0.980118	0.981322	0.982923	0.984947	0.987419	0.990369
1.00505	1.00199	0.999441	0.997357	0.995709	0.994471	0.993615	0.993117	0.992957	0.993117	0.993615	0.994471	0.995709	0.997357	0.999441	1.00199	1.00505
1.01218	1.00901	1.00639	1.00427	1.00259	1.00133	1.00045	0.999948	0.999784	0.999948	1.00045	1.00133	1.00259	1.00427	1.00639	1.00901	1.01218
1.01564	1.01238	1.00969	1.00753	1.00582	1.00454	1.00366	1.00315	1.00298	1.00315	1.00366	1.00454	1.00582	1.00753	1.00969	1.01238	1.01564
1.01768	1.01429	1.0115	1.00926	1.00751	1.00621	1.00531	1.00479	1.00462	1.00479	1.00531	1.00621	1.00751	1.00926	1.0115	1.01429	1.01768
1.01729	1.01375	1.01088	1.00857	1.00679	1.00547	1.00456	1.00403	1.00386	1.00403	1.00456	1.00547	1.00679	1.00857	1.01088	1.01375	1.01729
1.01629	1.01254	1.00956	1.00721	1.00539	1.00405	1.00313	1.0026	1.00243	1.0026	1.00313	1.00405	1.00539	1.00721	1.00956	1.01254	1.01629
1.01505	1.01125	1.00813	1.00572	1.00387	1.00251	1.00159	1.00106	1.00089	1.00106	1.00159	1.00251	1.00387	1.00572	1.00813	1.01125	1.01505
1.01377	1.00996	1.00681	1.00431	1.00243	1.00106	1.00013	0.999598	0.999425	0.999598	1.00013	1.00106	1.00243	1.00431	1.00681	1.00996	1.01377
1.01247	1.00877	1.00559	1.00305	1.00113	0.999745	0.998809	0.998272	0.998099	0.998272	0.998809	0.999745	1.00113	1.00305	1.00559	1.00877	1.01247
1.01021	1.00658	1.00349	1.00093	0.998948	0.997533	0.996586	0.996045	0.995871	0.996045	0.996586	0.997533	0.998948	1.00093	1.00349	1.00658	1.01021
