2
0.3	0.6	0.85	0.95	1	1.05	1.2	1.6	2	2.5	3	3.5	4	5	6	7	8	9	10	12	
-0.0698132	-0.0610865	-0.0523599	-0.0436332	-0.0349066	-0.0261799	-0.0174533	-0.00872665	0	0.00872665	0.0174533	0.0261799	0.0349066	0.0436332	0.0523599	0.0610865	0.0698132	

-0.00324868	-0.000973549	0.000763908	0.00196462	0.00263177	0.00276578	0.00236934	0.00144637	0	-0.00144637	-0.00236934	-0.00276578	-0.00263177	-0.00196462	-0.000763908	0.000973549	0.00324868
0.00494104	0.00625689	0.00700885	0.0072033	0.00684463	0.00593854	0.00449106	0.00250938	0	-0.00250938	-0.00449106	-0.00593854	-0.00684463	-0.0072033	-0.00700885	-0.00625689	-0.00494104
0.0418835	0.0386549	0.0348337	0.0304296	0.0254503	0.019908	0.0138111	0.00717109	0	-0.00717109	-0.0138111	-0.019908	-0.0254503	-0.0304296	-0.0348337	-0.0386549	-0.0418835
0.0582161	0.0531181	0.0473744	0.0409941	0.0339916	0.0263775	0.0181658	0.00936881	0	-0.00936881	-0.0181658	-0.0263775	-0.0339916	-0.0409941	-0.0473744	-0.0531181	-0.0582161
0.0639483	0.058526	0.0523409	0.0454049	0.0377337	0.0293418	0.0202445	0.0104583	0	-0.0104583	-0.0202445	-0.0293418	-0.0377337	-0.0454049	-0.0523409	-0.058526	-0.0639483
0.0672375	0.0617066	0.0553212	0.0480964	0.0400506	0.0311996	0.0215617	0.0111555	0	-0.0111555	-0.0215617	-0.0311996	-0.0400506	-0.0480964	-0.0553212	-0.0617066	-0.0672375
0.0702383	0.0645596	0.0579537	0.0504419	0.0420414	0.0327763	0.0226648	0.0117326	0	-0.0117326	-0.0226648	-0.0327763	-0.0420414	-0.0504419	-0.0579537	-0.0645596	-0.0702383
-0.137064	-0.116912	-0.0976479	-0.0792598	-0.061736	-0.0450624	-0.0292255	-0.0142094	0	0.0142094	0.0292255	0.0450624	0.061736	0.0792598	0.0976479	0.116912	0.137064
-0.14722	-0.125695	-0.1051	-0.0854169	-0.066626	-0.048709	-0.0316468	-0.0154167	0	0.0154167	0.0316468	0.048709	0.066626	0.0854169	0.1051	0.125695	0.14722
-0.15432	-0.13177	-0.110205	-0.0895978	-0.0699229	-0.051154	-0.0332632	-0.0162221	0	0.0162221	0.0332632	0.051154	0.0699229	0.0895978	0.110205	0.13177	0.15432
-0.158942	-0.135451	-0.113254	-0.0920635	-0.071846	-0.0525678	-0.0341922	-0.0166822	0	0.0166822	0.0341922	0.0525678	0.071846	0.0920635	0.113254	0.135451	0.158942
-0.162939	-0.138258	-0.115307	-0.0936986	-0.0731047	-0.0534827	-0.034788	-0.0169756	0	0.0169756	0.034788	0.0534827	0.0731047	0.0936986	0.115307	0.138258	0.162939
-0.166208	-0.140779	-0.116956	-0.0948766	-0.0739974	-0.0541227	-0.0352011	-0.0171776	0	0.0171776	0.0352011	0.0541227	0.0739974	0.0948766	0.116956	0.140779	0.166208
-0.171581	-0.144798	-0.119893	-0.0966939	-0.0751952	-0.0549624	-0.0357324	-0.0174353	0	0.0174353	0.0357324	0.0549624	0.0751952	0.0966939	0.119893	0.144798	0.171581
-0.17661	-0.148108	-0.122223	-0.0982751	-0.076051	-0.055496	-0.0360595	-0.017591	0	0.017591	0.0360595	0.055496	0.076051	0.0982751	0.122223	0.148108	0.17661
-0.182512	-0.151583	-0.124241	-0.0995981	-0.0768733	-0.0558743	-0.0362835	-0.0176935	0	0.0176935	0.0362835	0.0558743	0.0768733	0.0995981	0.124241	0.151583	0.182512
-0.186694	-0.155497	-0.126345	-0.10077	-0.0775756	-0.0561995	-0.0364473	-0.0177669	0	0.0177669	0.0364473	0.0561995	0.0775756	0.10077	0.126345	0.155497	0.186694
-0.189105	-0.158313	-0.128812	-0.101851	-0.0782032	-0.0565326	-0.0365738	-0.0178217	0	0.0178217	0.0365738	0.0565326	0.0782032	0.101851	0.128812	0.158313	0.189105
-0.189419	-0.160435	-0.130871	-0.103224	-0.078782	-0.0568282	-0.036676	-0.0178642	0	0.0178642	0.036676	0.0568282	0.078782	0.103224	0.130871	0.160435	0.189419
-0.188728	-0.160825	-0.133262	-0.105769	-0.0799649	-0.0573513	-0.0368498	-0.0179257	0	0.0179257	0.0368498	0.0573513	0.0799649	0.105769	0.133262	0.160825	0.188728
